GM_WELL_ID,GM_RESULT,GM_CHEMICAL_VVL,GM_SAMP_COLLECTION_DATE,GM_RESULT_UNITS,GM_RESULT_MODIFIER,GM_REPORTING_LIMIT,GM_LATITUDE,GM_LONGITUDE,GM_WELL_CATEGORY,GM_WELL_DEPTH_FT,GM_TOP_DEPTH_OF_SCREEN_FT,GM_SCREEN_LENGTH_FT,GM_DATASET_NAME,GM_ALTWELL_ID1,GM_ALTWELL_ID2
SL18316736-WMU4-MW11,2,AS,10/3/08,UG/L,=,1,38.0201522,-122.058874,Monitoring,,9.06,10,WB_CLEANUP,WMU4-MW11,WMU4-MW11
SL18316736-WMU4-MW12,3.6,AS,10/3/08,UG/L,=,1,38.0203897,-122.0584953,Monitoring,,8.26,10,WB_CLEANUP,WMU4-MW12,WMU4-MW12
SL18316736-WMU1-MW05,5,AS,10/3/08,UG/L,=,1,38.0107086,-122.0624945,Monitoring,,25,10,WB_CLEANUP,WMU1-MW05,WMU1-MW05
SL18316736-MK-28A,5.9,AS,10/3/08,UG/L,=,2,38.031168,-122.064394,Monitoring,,17.2,10,WB_CLEANUP,MK-28A,MK-28A
SL18316736-WCC-5M,11,AS,10/3/08,UG/L,=,4,38.034291,-122.083176,Monitoring,,29,10,WB_CLEANUP,WCC-5M,WCC-5M
SL18316736-WCC-20S,41,AS,10/3/08,UG/L,=,2,38.032869,-122.068231,Monitoring,,10,10,WB_CLEANUP,WCC-20S,WCC-20S
SL18316736-MK-41K,51,AS,10/3/08,UG/L,=,2,38.032108,-122.064886,Monitoring,,5.2,5,WB_CLEANUP,MK-41K,MK-41K
L10001821202-R00W09R,57,AS,10/3/08,UG/L,=,50,38.0450481,-122.2571386,Monitoring,15.25,4.27,10,WB_CLEANUP,R00W09R,R00W09R
L10001821202-MW-182,58,AS,10/3/08,UG/L,=,50,38.040336,-122.256179,Monitoring,18.26,5.8,10,WB_CLEANUP,MW-182,MW-182
L10001821202-MW-187,68,AS,10/3/08,UG/L,=,50,38.03983,-122.255632,Monitoring,17.91,3,12,WB_CLEANUP,MW-187,MW-187
L10001821202-MW-27,84,AS,10/3/08,UG/L,=,50,38.04035,-122.25782,Monitoring,17.36,7,10.5,WB_CLEANUP,MW-27,MW-27
L10001821202-R00W01,180,AS,10/3/08,UG/L,=,50,38.045465,-122.257682,Monitoring,,15,10,WB_CLEANUP,R00W01,R00W01
L10001821202-PZ-14,460,AS,10/3/08,UG/L,=,50,38.040129,-122.254661,Monitoring,,3,20,WB_CLEANUP,PZ-14,PZ-14
SL18316736-MK-28K,1400,AS,10/3/08,UG/L,=,5,38.031143,-122.064384,Monitoring,,4.5,7,WB_CLEANUP,MK-28K,MK-28K
L10001821202-MW-25,0,AS,10/6/08,UG/L,ND,50,38.0399639,-122.2588306,Monitoring,16.17,6,10,WB_CLEANUP,MW-25,MW-25
L10001821202-PZ-4,0,AS,10/6/08,UG/L,ND,50,38.0416417,-122.2609861,Monitoring,16.18,7,10,WB_CLEANUP,PZ-4,PZ-4
L10001821202-MW-220,0,AS,10/6/08,UG/L,ND,50,38.050308,-122.258983,Monitoring,52.5,33,17,WB_CLEANUP,MW-220,MW-220
L10001821202-MW-11,0,AS,10/6/08,UG/L,ND,50,38.0402944,-122.2595,Monitoring,15.93,6,10,WB_CLEANUP,MW-11,MW-11
L10001821202-MW-32B,0,AS,10/6/08,UG/L,ND,50,38.0407917,-122.2603778,Monitoring,27.31,17,10,WB_CLEANUP,MW-32B,MW-32B
SL18316736-WMU1-MW03,2.3,AS,10/6/08,UG/L,=,1,38.0116479,-122.0626032,Monitoring,,105,10,WB_CLEANUP,WMU1-MW03,WMU1-MW03
SL18316736-MK-24A,4.3,AS,10/6/08,UG/L,=,2,38.031534,-122.066464,Monitoring,,17.2,10,WB_CLEANUP,MK-24A,MK-24A
SL18316736-MK-26A,4.3,AS,10/6/08,UG/L,=,2,38.030749,-122.065331,Monitoring,,13.5,10,WB_CLEANUP,MK-26A,MK-26A
SL18316736-WMU2-MW02,4.5,AS,10/6/08,UG/L,=,1,38.0134779,-122.0643558,Monitoring,,46.45,20,WB_CLEANUP,WMU2-MW02,WMU2-MW02
SL18316736-WCC-28SR,4.6,AS,10/6/08,UG/L,=,1,38.0294641,-122.0634329,Monitoring,,15,10,WB_CLEANUP,WCC-28SR,WCC-28SR
SL18316736-WCC-30S,6.6,AS,10/6/08,UG/L,=,2,38.026982,-122.062149,Monitoring,,10,10,WB_CLEANUP,WCC-30S,WCC-30S
SL18316736-WMU1-MW04,7.5,AS,10/6/08,UG/L,=,1,38.0108907,-122.0619679,Monitoring,,113,10,WB_CLEANUP,WMU1-MW04,WMU1-MW04
SL18316736-CHW-3,7.8,AS,10/6/08,UG/L,=,2,38.0290771,-122.0641232,Monitoring,,5,15,WB_CLEANUP,CHW-3,CHW-3
SL18236654-564A,11.6,AS,10/6/08,UG/L,ND,20,37.95594406,-122.3783035,Monitoring,,3,5,WB_CLEANUP,564A,564A
SL18236654-369S,12.6,AS,10/6/08,UG/L,ND,20,37.95523834,-122.382431,Monitoring,,13,6.2,WB_CLEANUP,369S,369S
SL18316736-MK-35AR,13,AS,10/6/08,UG/L,=,1,38.0291138,-122.0624157,Monitoring,,28,10,WB_CLEANUP,MK-35AR,MK-35AR
SL18316736-MK-24K,28,AS,10/6/08,UG/L,=,2,38.03162,-122.066462,Monitoring,,4,5,WB_CLEANUP,MK-24K,MK-24K
SL18316736-MK-39A,40,AS,10/6/08,UG/L,=,2,38.031299,-122.066002,Monitoring,,26.7,10,WB_CLEANUP,MK-39A,MK-39A
SL18316736-MK-12A,40,AS,10/6/08,UG/L,=,2,38.013696,-122.064651,Monitoring,,53,10,WB_CLEANUP,MK-12A,MK-12A
L10001821202-MW-10,50,AS,10/6/08,UG/L,=,50,38.0409,-122.2605722,Monitoring,,6.1,10,WB_CLEANUP,MW-10,MW-10
L10001821202-MW-131,64,AS,10/6/08,UG/L,=,50,38.041791,-122.256156,Monitoring,12.79,4.5,10,WB_CLEANUP,MW-131,MW-131
L10001821202-MW-133,70,AS,10/6/08,UG/L,=,50,38.039451,-122.255415,Monitoring,17.24,4,10,WB_CLEANUP,MW-133,MW-133
CA0710009_007_007,0,AS,10/7/08,UG/L,<,2,37.90095,-121.618619,Municipal,,,,DDW,CA0710009_007_007,WELL 04A
CA0710009_008_008,0,AS,10/7/08,UG/L,<,2,37.910276,-121.599494,Municipal,,,,DDW,CA0710009_008_008,WELL 01B
L10001821202-MW-24,0,AS,10/7/08,UG/L,ND,50,38.0409528,-122.2587722,Monitoring,22.04,13,9,WB_CLEANUP,MW-24,MW-24
L10001821202-MW-24,0,AS,10/7/08,UG/L,ND,50,38.0409528,-122.2587722,Monitoring,22.04,13,9,WB_CLEANUP,MW-24,MW-24
SL18236654-560A,0,AS,10/7/08,UG/L,ND,20,37.95310593,-122.3823471,Monitoring,,3,7,WB_CLEANUP,560A,560A
CA0710009_002_002,2.4,AS,10/7/08,UG/L,=,2,37.903779,-121.601863,Municipal,,,,DDW,CA0710009_002_002,WELL 02
CA0710009_006_006,3.3,AS,10/7/08,UG/L,=,2,37.890398,-121.615564,Municipal,,,,DDW,CA0710009_006_006,WELL 05A
SL18316736-WCC-16S,6,AS,10/7/08,UG/L,=,1,38.030368,-122.071948,Monitoring,,10,10,WB_CLEANUP,WCC-16S,WCC-16S
SL18316736-WMU3-MW05,6.5,AS,10/7/08,UG/L,=,1,38.0175963,-122.0667849,Monitoring,,30,10,WB_CLEANUP,WMU3-MW05,WMU3-MW05
SL18316736-RW-T1-17,7.5,AS,10/7/08,UG/L,=,2,38.02993,-122.071475,Monitoring,,5.5,14.5,WB_CLEANUP,RW-T1-17,RW-T1-17
SL18316736-WCC-109S,8.4,AS,10/7/08,UG/L,=,5,38.0309883,-122.0707258,Monitoring,,,,WB_CLEANUP,WCC-109S,WCC-109S
SL18316736-WMU9-MW08,8.7,AS,10/7/08,UG/L,=,2,38.0310035,-122.0640959,Monitoring,,15,10,WB_CLEANUP,WMU9-MW08,WMU9-MW08
SL18316736-WMU9-MW02R,12,AS,10/7/08,UG/L,=,2,38.0298289,-122.0643506,Monitoring,,15,10,WB_CLEANUP,WMU9-MW02R,WMU9-MW02R
SL18316736-MK-34AR,21,AS,10/7/08,UG/L,=,1,38.0295569,-122.0641723,Monitoring,,14.5,10,WB_CLEANUP,MK-34AR,MK-34AR
SL18316736-WMU9-MW07,24,AS,10/7/08,UG/L,=,2,38.0303714,-122.0639586,Monitoring,,12,8,WB_CLEANUP,WMU9-MW07,WMU9-MW07
SL18316736-WCC-19M,36,AS,10/7/08,UG/L,=,2,38.0320894,-122.0677294,Monitoring,,35.25,10.25,WB_CLEANUP,WCC-19M,WCC-19M
L10001821202-MW-16,53,AS,10/7/08,UG/L,=,50,38.0414083,-122.2608139,Monitoring,12.5,4,7,WB_CLEANUP,MW-16,MW-16
L10001821202-MW-9R,65,AS,10/7/08,UG/L,=,50,38.0410944,-122.2609028,Monitoring,9.69,4,6,WB_CLEANUP,MW-9R,MW-9R
SL18316736-CHW-10,100,AS,10/7/08,UG/L,=,2,38.031217,-122.066844,Monitoring,,10,15,WB_CLEANUP,CHW-10,CHW-10
SL18316736-MK-37A,110,AS,10/7/08,UG/L,=,5,38.03452,-122.080157,Monitoring,,5,5,WB_CLEANUP,MK-37A,MK-37A
SL18316736-SP-MW4A,130,AS,10/7/08,UG/L,=,5,38.0317704,-122.0715887,Monitoring,,3,10,WB_CLEANUP,SP-MW4A,SP-MW4A
SL18316736-WCC-36S,0,AS,10/8/08,UG/L,ND,20,38.01894795,-122.0593818,Monitoring,,10,10,WB_CLEANUP,WCC-36S,WCC-36S
L10001821202-MW-2B,0,AS,10/8/08,UG/L,ND,50,38.0454361,-122.262,Monitoring,24.4,19,5,WB_CLEANUP,MW-2B,MW-2B
SL18316736-MK-15A,0,AS,10/8/08,UG/L,ND,2,38.036054,-122.055888,Monitoring,,8,10,WB_CLEANUP,MK-15A,MK-15A
L10001821202-MW-157,0,AS,10/8/08,UG/L,ND,50,38.0463333,-122.2619222,Monitoring,26.34,18.8,5,WB_CLEANUP,MW-157,MW-157
SL18316736-MK-5B,0,AS,10/8/08,UG/L,ND,20,38.003421,-122.050921,Monitoring,,54.5,4.5,WB_CLEANUP,MK-5B,MK-5B
SL18316736-T3S-AMW01,1.5,AS,10/8/08,UG/L,=,1,38.0337648,-122.0786004,Monitoring,,39,5,WB_CLEANUP,T3S-AMW01,T3S-AMW01
SL18316736-WCC-36S,1.8,AS,10/8/08,UG/L,=,1,38.01894795,-122.0593818,Monitoring,,10,10,WB_CLEANUP,WCC-36S,WCC-36S
SL18316736-T3S-AMW02,1.8,AS,10/8/08,UG/L,=,1,38.0357175,-122.0787235,Monitoring,,39,5,WB_CLEANUP,T3S-AMW02,T3S-AMW02
SL18316736-MK-15B,2.5,AS,10/8/08,UG/L,=,1,38.034696,-122.055202,Monitoring,,56,4,WB_CLEANUP,MK-15B,MK-15B
SL18316736-MK-5B,3.2,AS,10/8/08,UG/L,=,1,38.003421,-122.050921,Monitoring,,54.5,4.5,WB_CLEANUP,MK-5B,MK-5B
SL18316736-CHW-16,3.6,AS,10/8/08,UG/L,=,2,38.03333,-122.069226,Monitoring,,5,15,WB_CLEANUP,CHW-16,CHW-16
SL18316736-WCC-14M,9.3,AS,10/8/08,UG/L,=,2,38.031775,-122.071603,Monitoring,,34.25,12.25,WB_CLEANUP,WCC-14M,WCC-14M
SL18316736-WMU32-MW19,19,AS,10/8/08,UG/L,=,2,38.0324911,-122.0782117,Monitoring,,3.81,10,WB_CLEANUP,WMU32-MW19,WMU32-MW19
SL18316736-CHW-4,25,AS,10/8/08,UG/L,=,2,38.0275517,-122.0631469,Monitoring,,10,15,WB_CLEANUP,CHW-4,CHW-4
SL18316736-CHW-24,64,AS,10/8/08,UG/L,=,2,38.033727,-122.070964,Monitoring,,5,15,WB_CLEANUP,CHW-24,CHW-24
SL18316736-CHW-17,90,AS,10/8/08,UG/L,=,1,38.018056,-122.064889,Monitoring,,30,15,WB_CLEANUP,CHW-17,CHW-17
SL18316736-CHW-17,93.8,AS,10/8/08,UG/L,=,20,38.018056,-122.064889,Monitoring,,30,15,WB_CLEANUP,CHW-17,CHW-17
L10001821202-MW-192,110,AS,10/8/08,UG/L,=,50,38.0447139,-122.2617417,Monitoring,10.39,2.5,8,WB_CLEANUP,MW-192,MW-192
L10001821202-MW-6R,2800,AS,10/8/08,UG/L,=,50,38.044663,-122.261575,Monitoring,30.09,20,10,WB_CLEANUP,MW-6R,MW-6R
L10001821202-MW-6R,2900,AS,10/8/08,UG/L,=,50,38.044663,-122.261575,Monitoring,30.09,20,10,WB_CLEANUP,MW-6R,MW-6R
L10001821202-MW-24B,0,AS,10/9/08,UG/L,ND,50,38.0445222,-122.2616083,Monitoring,22.55,17.5,5.5,WB_CLEANUP,MW-24B,MW-24B
L10001821202-MW-193,0,AS,10/9/08,UG/L,ND,50,38.0445306,-122.2620694,Monitoring,12.89,3,6,WB_CLEANUP,MW-193,MW-193
L10001821202-MW-221,0,AS,10/9/08,UG/L,ND,50,38.0447381,-122.2620335,Monitoring,,3,8,WB_CLEANUP,MW-221,MW-221
SL18316736-WMU4-MW07,1.9,AS,10/9/08,UG/L,=,1,38.018634,-122.058782,Monitoring,,4,10,WB_CLEANUP,WMU4-MW07,WMU4-MW07
L10001821202-MW-194,50,AS,10/9/08,UG/L,=,50,38.0437889,-122.2621583,Monitoring,13.07,2.5,7,WB_CLEANUP,MW-194,MW-194
L10001821202-MW-222,50,AS,10/9/08,UG/L,=,50,38.0442752,-122.2618494,Monitoring,,3,9,WB_CLEANUP,MW-222,MW-222
L10001821202-MW-195,53,AS,10/9/08,UG/L,=,50,38.04215,-122.2621806,Monitoring,9.51,3,6.5,WB_CLEANUP,MW-195,MW-195
L10001821202-EEI-30,54,AS,10/9/08,UG/L,=,50,38.0421167,-122.2612194,Monitoring,15.55,2,8,WB_CLEANUP,EEI-30,EEI-30
L10001821202-MW-195,61,AS,10/9/08,UG/L,=,50,38.04215,-122.2621806,Monitoring,9.51,3,6.5,WB_CLEANUP,MW-195,MW-195
L10001821202-MW-22,64,AS,10/9/08,UG/L,=,50,38.0427944,-122.2610917,Monitoring,12.86,5,8,WB_CLEANUP,MW-22,MW-22
SL18316736-WMU13-MW02,71,AS,10/9/08,UG/L,=,5,38.0313446,-122.071226,Monitoring,,6.24,5,WB_CLEANUP,WMU13-MW02,WMU13-MW02
L10001821202-MW-24A,130,AS,10/9/08,UG/L,=,50,38.0445444,-122.261625,Monitoring,10.81,3,8.2,WB_CLEANUP,MW-24A,MW-24A
SL18316736-WMU32-MW21,160,AS,10/9/08,UG/L,=,5,38.0323034,-122.0793003,Monitoring,,4.18,10,WB_CLEANUP,WMU32-MW21,WMU32-MW21
L10001821202-MW-158,0,AS,10/10/08,UG/L,ND,50,38.0432028,-122.2622528,Monitoring,11.11,4,7,WB_CLEANUP,MW-158,MW-158
L10001821202-MW-159,0,AS,10/10/08,UG/L,ND,50,38.0432167,-122.2622528,Monitoring,22.74,14.5,5,WB_CLEANUP,MW-159,MW-159
L10001821202-MW-166,0,AS,10/10/08,UG/L,ND,50,38.0441694,-122.2621306,Monitoring,22.02,14,5,WB_CLEANUP,MW-166,MW-166
SL18316736-MK-20B,4.6,AS,10/10/08,UG/L,=,5,38.038944,-122.078936,Monitoring,,82,10,WB_CLEANUP,MK-20B,MK-20B
SL18316736-EEI-22,6.1,AS,10/10/08,UG/L,=,5,38.035158,-122.075242,Monitoring,,2,13,WB_CLEANUP,EEI-22,EEI-22
L10001821202-MW-161,53,AS,10/10/08,UG/L,=,50,38.0425528,-122.2623917,Monitoring,19.8,14.8,5,WB_CLEANUP,MW-161,MW-161
SL18316736-T3-A23,54,AS,10/10/08,UG/L,=,5,38.036183,-122.076209,Monitoring,,4.03,10,WB_CLEANUP,T3-A23,T3-A23
L10001821202-MW-165,60,AS,10/10/08,UG/L,=,50,38.044175,-122.2621167,Monitoring,11.84,3,7,WB_CLEANUP,MW-165,MW-165
L10001821202-MW-160,67,AS,10/10/08,UG/L,=,50,38.0425583,-122.2623917,Monitoring,9.89,4.5,5,WB_CLEANUP,MW-160,MW-160
SL18316736-MK-19B,68,AS,10/10/08,UG/L,=,5,38.035501,-122.071863,Monitoring,,38.5,5,WB_CLEANUP,MK-19B,MK-19B
SL18316736-CHW-23,0,AS,10/13/08,UG/L,ND,1,38.0111535,-122.0628819,Monitoring,,93,10,WB_CLEANUP,CHW-23,CHW-23
SL18316736-CHW-1,43,AS,10/14/08,UG/L,=,5,38.035193,-122.06554,Monitoring,,5,15,WB_CLEANUP,CHW-1,CHW-1
SL18316736-T1-A1,98,AS,10/14/08,UG/L,=,5,38.035051,-122.066018,Monitoring,,2,10,WB_CLEANUP,T1-A1,T1-A1
SL18316736-MK-6A,1.1,AS,10/16/08,UG/L,=,1,38.0120941,-122.047054,Monitoring,,22,10,WB_CLEANUP,MK-6A,MK-6A
SL18316736-CWC-MW04,62,AS,10/21/08,UG/L,=,10,38.0391728,-122.0776185,Monitoring,,5,10,WB_CLEANUP,CWC-MW04,CWC-MW04
SL18316736-WCC-12S,87,AS,10/21/08,UG/L,=,5,38.0356945,-122.0720187,Monitoring,,10,10,WB_CLEANUP,WCC-12S,WCC-12S
T0601300246-EX-1,25,AS,10/27/08,UG/L,=,0.5,37.953874,-122.0420602,Monitoring,,10,20,WB_CLEANUP,EX-1,EX-1
SL18236654-506C,0,AS,10/28/08,UG/L,ND,20,37.94524384,-122.3832016,Monitoring,,33,6,WB_CLEANUP,506C,506C
SL18236654-674C,0,AS,10/29/08,UG/L,ND,20,37.94710922,-122.3907242,Monitoring,,31,9,WB_CLEANUP,674C,674C
T0601362173-MW-2,0,AS,11/20/08,UG/L,ND,50,37.8785018,-122.1805757,Monitoring,30.32,,,WB_CLEANUP,MW-2,MW-2
CA0707615_002_002,17,AS,12/4/08,UG/L,=,2,37.774623,-121.778414,Municipal,,,,DDW,CA0707615_002_002,WELL 02
CA0707615_001_001,22,AS,12/4/08,UG/L,=,2,37.774567,-121.778214,Municipal,,0,10,DDW,CA0707615_001_001,WELL 01
SL18236654-370A,68.6,AS,1/8/09,UG/L,=,20,37.95605087,-122.3797531,Monitoring,,3.5,6.2,WB_CLEANUP,370A,370A
L10008749441-M-05,1.3,AS,1/12/09,UG/L,=,0.5,38.0271988,-121.8750747,Monitoring,,,,WB_CLEANUP,M-05,M-05
L10008749441-M-10,1.9,AS,1/12/09,UG/L,=,0.5,38.0294708,-121.8766655,Monitoring,,,,WB_CLEANUP,M-10,M-10
L10008749441-M-02,5.7,AS,1/12/09,UG/L,=,0.5,38.0277101,-121.8771571,Monitoring,,,,WB_CLEANUP,M-02,M-02
L10008749441-M-08,32,AS,1/12/09,UG/L,=,5,38.0289944,-121.8753615,Monitoring,,,,WB_CLEANUP,M-08,M-08
L10008749441-M-01GR,2,AS,1/13/09,UG/L,=,0.5,38.0252725,-121.8749209,Monitoring,,,,WB_CLEANUP,M-01GR,M-01GR
L10008749441-M-03,2.5,AS,1/13/09,UG/L,=,0.5,38.0275339,-121.8764837,Monitoring,,,,WB_CLEANUP,M-03,M-03
L10008749441-M-04S,3.2,AS,1/13/09,UG/L,=,0.5,38.0273635,-121.8757861,Monitoring,,,,WB_CLEANUP,M-04S,M-04S
L10008749441-M-01F,4.7,AS,1/13/09,UG/L,=,0.5,38.0252749,-121.8749522,Monitoring,,,,WB_CLEANUP,M-01F,M-01F
L10008749441-M-04,7.3,AS,1/13/09,UG/L,=,0.5,38.0273315,-121.8757022,Monitoring,,,,WB_CLEANUP,M-04,M-04
L10008749441-M-04D,8.5,AS,1/13/09,UG/L,=,0.5,38.0273448,-121.8757475,Monitoring,,,,WB_CLEANUP,M-04D,M-04D
L10008749441-M-01DR,9.9,AS,1/13/09,UG/L,=,0.5,38.0252593,-121.874879,Monitoring,,,,WB_CLEANUP,M-01DR,M-01DR
L10001821202-MW-22,0,AS,1/15/09,UG/L,ND,500,38.0427944,-122.2610917,Monitoring,12.86,5,8,WB_CLEANUP,MW-22,MW-22
CA0710004_024_024,2,AS,2/18/09,UG/L,<,2,37.955236,-121.687378,Municipal,,,,DDW,CA0710004_024_024,WELL 9
CA0710004_007_007,2,AS,2/18/09,UG/L,=,2,37.956026,-121.692561,Municipal,,225,90,DDW,CA0710004_007_007,WELL 7
CA0710004_006_006,2,AS,2/18/09,UG/L,=,2,37.954899,-121.694414,Municipal,,190,60,DDW,CA0710004_006_006,WELL 6
CA0710004_008_008,2,AS,2/18/09,UG/L,<,2,37.957817,-121.690832,Municipal,,225,90,DDW,CA0710004_008_008,WELL 8
CA0710004_009_009,7.2,AS,2/18/09,UG/L,=,2,37.92225,-121.706833,Municipal,,,,DDW,CA0710004_009_009,WELL 10A - IRRIGATION - AGRICULTURAL
CA0710004_011_011,2,AS,2/19/09,UG/L,<,2,37.921402,-121.682991,Municipal,,350,80,DDW,CA0710004_011_011,WELL 12
CA0710004_010_010,2,AS,2/19/09,UG/L,<,2,37.924639,-121.685098,Municipal,,255,110,DDW,CA0710004_010_010,WELL 11
CA0710004_012_012,2,AS,2/19/09,UG/L,<,2,37.929549,-121.685066,Municipal,,350,110,DDW,CA0710004_012_012,WELL 13
CA0710004_026_026,2,AS,2/24/09,UG/L,<,2,37.957903,-121.687272,Municipal,,,,DDW,CA0710004_026_026,WELL 15
CA0710004_014_014,4,AS,2/24/09,UG/L,=,2,37.961722,-121.695086,Municipal,,0,30,DDW,CA0710004_014_014,WELL 14
T0601300121-MW6,76,AS,2/25/09,UG/L,=,15,37.9065245,-122.060446,Monitoring,,,,WB_CLEANUP,MW6,MW6
SL18236654-234A,0,AS,2/26/09,UG/L,ND,20,37.94535065,-122.3763275,Monitoring,,3,10,WB_CLEANUP,234A,234A
SL18236654-234C,0,AS,2/27/09,UG/L,ND,20,37.94538498,-122.376358,Monitoring,,35,10,WB_CLEANUP,234C,234C
SL18236654-232A,0,AS,2/27/09,UG/L,ND,20,37.94765472,-122.3803787,Monitoring,,3,10,WB_CLEANUP,232A,232A
SL18236654-232C,0,AS,2/27/09,UG/L,ND,20,37.9475975,-122.3804092,Monitoring,,33,10,WB_CLEANUP,232C,232C
SL18236654-233A,52.2,AS,2/27/09,UG/L,=,20,37.94710159,-122.3777008,Monitoring,,2.5,10,WB_CLEANUP,233A,233A
CA0706007_001_001,0,AS,3/2/09,UG/L,<,2,37.902364,-121.695993,Municipal,,0,0,DDW,CA0706007_001_001,WELL
SL18236654-552A,15.7,AS,3/3/09,UG/L,ND,20,37.94214249,-122.3795242,Monitoring,,3.5,10,WB_CLEANUP,552A,552A
SL18236654-240A,0,AS,3/4/09,UG/L,ND,100,37.94406128,-122.3778839,Monitoring,,2.5,10,WB_CLEANUP,240A,240A
SL18236654-235C,0,AS,3/4/09,UG/L,ND,20,37.94331741,-122.3785477,Monitoring,,30,10,WB_CLEANUP,235C,235C
SL18236654-240A,10.1,AS,3/4/09,UG/L,=,2,37.94406128,-122.3778839,Monitoring,,2.5,10,WB_CLEANUP,240A,240A
SL18236654-551A,0,AS,3/5/09,UG/L,ND,100,37.94617081,-122.3806763,Monitoring,,2,10,WB_CLEANUP,551A,551A
SL18236654-236C,0,AS,3/5/09,UG/L,ND,100,37.94234467,-122.379837,Monitoring,,50.5,10,WB_CLEANUP,236C,236C
SL18236654-236C,7.3,AS,3/5/09,UG/L,=,2,37.94234467,-122.379837,Monitoring,,50.5,10,WB_CLEANUP,236C,236C
SL18236654-551A,18,AS,3/5/09,UG/L,=,2,37.94617081,-122.3806763,Monitoring,,2,10,WB_CLEANUP,551A,551A
CA0707575_002_002,0,AS,3/9/09,UG/L,<,2,38.020998,-121.6102,Municipal,,,,DDW,CA0707575_002_002,NEW WELL
CA0707615_002_002,18,AS,3/9/09,UG/L,=,2,37.774623,-121.778414,Municipal,,,,DDW,CA0707615_002_002,WELL 02
CA0707615_001_001,30,AS,3/9/09,UG/L,=,2,37.774567,-121.778214,Municipal,,0,10,DDW,CA0707615_001_001,WELL 01
CA0710009_008_008,0,AS,3/10/09,UG/L,<,2,37.910276,-121.599494,Municipal,,,,DDW,CA0710009_008_008,WELL 01B
CA0710009_002_002,0,AS,3/10/09,UG/L,<,2,37.903779,-121.601863,Municipal,,,,DDW,CA0710009_002_002,WELL 02
CA0710009_007_007,2.7,AS,3/10/09,UG/L,=,2,37.90095,-121.618619,Municipal,,,,DDW,CA0710009_007_007,WELL 04A
SL18236654-244A,0,AS,3/12/09,UG/L,ND,20,37.94555283,-122.3860321,Monitoring,,2.5,10,WB_CLEANUP,244A,244A
SL18316736-T3-C1,0,AS,3/23/09,UG/L,ND,5,38.039176,-122.077616,Monitoring,,88,5,WB_CLEANUP,T3-C1,T3-C1
SL18316736-WMU4-MW14,1.2,AS,3/23/09,UG/L,=,1,38.0203385,-122.0571827,Monitoring,,1,5,WB_CLEANUP,WMU4-MW14,WMU4-MW14
SL18316736-T3-A3,1.9,AS,3/23/09,UG/L,=,2,38.0379911,-122.0748912,Monitoring,,1.5,10,WB_CLEANUP,T3-A3,T3-A3
SL18316736-T1-A14,3.3,AS,3/23/09,UG/L,=,1,38.033956,-122.068423,Monitoring,,8,5,WB_CLEANUP,T1-A14,T1-A14
SL18316736-WMU4-MW15,3.9,AS,3/23/09,UG/L,=,1,38.0201705,-122.0571942,Monitoring,,1,5,WB_CLEANUP,WMU4-MW15,WMU4-MW15
SL18316736-T1-C6,5.3,AS,3/23/09,UG/L,=,1,38.03399,-122.068377,Monitoring,,61,5,WB_CLEANUP,T1-C6,T1-C6
SL18316736-T1-C6,5.5,AS,3/23/09,UG/L,=,1,38.03399,-122.068377,Monitoring,,61,5,WB_CLEANUP,T1-C6,T1-C6
SL18316736-WMU4-MW13,6.2,AS,3/23/09,UG/L,=,5,38.0204379,-122.0573485,Monitoring,,1,5,WB_CLEANUP,WMU4-MW13,WMU4-MW13
SL18316736-MK-21A,22,AS,3/23/09,UG/L,=,2,38.032941,-122.080505,Monitoring,,8,10,WB_CLEANUP,MK-21A,MK-21A
SL18316736-WMU4-MW16,29,AS,3/23/09,UG/L,=,5,38.0199779,-122.0572173,Monitoring,,1,5,WB_CLEANUP,WMU4-MW16,WMU4-MW16
SL18316736-T1-A1,50,AS,3/23/09,UG/L,=,10,38.035051,-122.066018,Monitoring,,2,10,WB_CLEANUP,T1-A1,T1-A1
SL18316736-T1-A1,50,AS,3/23/09,UG/L,=,10,38.035051,-122.066018,Monitoring,,2,10,WB_CLEANUP,T1-A1,T1-A1
SL18316736-CHW-15,0,AS,3/24/09,UG/L,ND,5,38.0363655,-122.0854737,Monitoring,,5,15,WB_CLEANUP,CHW-15,CHW-15
SL18316736-CWC-MW01,1.8,AS,3/24/09,UG/L,=,2,38.0351141,-122.0701883,Monitoring,,8.1454,10,WB_CLEANUP,CWC-MW01,CWC-MW01
SL18316736-WCC-24S,2.5,AS,3/24/09,UG/L,=,2,38.035585,-122.064123,Monitoring,,10,10,WB_CLEANUP,WCC-24S,WCC-24S
SL18316736-T1-C5,3.1,AS,3/24/09,UG/L,=,1,38.035538,-122.064315,Monitoring,,59,5,WB_CLEANUP,T1-C5,T1-C5
SL18316736-T1-C5,3.6,AS,3/24/09,UG/L,=,1,38.035538,-122.064315,Monitoring,,59,5,WB_CLEANUP,T1-C5,T1-C5
SL18316736-WMU4-MW09,5.1,AS,3/24/09,UG/L,=,1,38.0196985,-122.0573007,Monitoring,,4,10,WB_CLEANUP,WMU4-MW09,WMU4-MW09
SL18316736-WMU4-MW09,5.1,AS,3/24/09,UG/L,=,1,38.0196985,-122.0573007,Monitoring,,4,10,WB_CLEANUP,WMU4-MW09,WMU4-MW09
