GM_WELL_ID,GM_RESULT,GM_CHEMICAL_VVL,GM_SAMP_COLLECTION_DATE,GM_RESULT_UNITS,GM_RESULT_MODIFIER,GM_REPORTING_LIMIT,GM_LATITUDE,GM_LONGITUDE,GM_WELL_CATEGORY,GM_WELL_DEPTH_FT,GM_TOP_DEPTH_OF_SCREEN_FT,GM_SCREEN_LENGTH_FT,GM_DATASET_NAME,GM_ALTWELL_ID1,GM_ALTWELL_ID2
01S03E03M001M,0,AS,7/18/74,UG/L,,1,37.8741,-121.64,"Water Supply, Other",185,,,DWR,01S03E03M001M,01S03E03M001M
USGS-375228121382001,,AS,7/18/74,UG/L,ND,1,37.8743698,-121.6399515,"Water Supply, Other",185,,,USGS_NWIS,USGS-375228121382001,USGS-375228121382001
02N01E18D001M,10,AS,7/19/74,UG/L,,1,38.0255,-121.912,"Water Supply, Other",100,60,40,DWR,02N01E18D001M,02N01E18D001M
01N01W03N001M,0,AS,7/23/74,UG/L,,1,37.9583,-121.967,"Water Supply, Other",110,46,64,DWR,01N01W03N001M,01N01W03N001M
01N02W13P001M,10,AS,7/24/74,UG/L,,1,37.928,-122.036,"Water Supply, Other",60,,,DWR,01N02W13P001M,01N02W13P001M
02N02W35D001M,0,AS,5/22/75,UG/L,,1,37.9796,-122.059,"Water Supply, Other",87,35,52,DWR,02N02W35D001M,02N02W35D001M
02N01W30J001M,0,AS,5/22/75,UG/L,,1,37.988,-122.01,"Water Supply, Other",,,,DWR,02N01W30J001M,02N01W30J001M
02N01W09D001M,0,AS,5/22/75,UG/L,,1,38.0385,-121.987,"Water Supply, Other",,,,DWR,02N01W09D001M,02N01W09D001M
01N03E17E001M,0,AS,6/24/75,UG/L,,1,37.9335,-121.675,"Water Supply, Other",123,113,10,DWR,01N03E17E001M,01N03E17E001M
USGS-375600121402601,,AS,6/24/75,UG/L,ND,1,37.933257,-121.6749527,"Water Supply, Other",123,,,USGS_NWIS,USGS-375600121402601,USGS-375600121402601
02N02W25H001M,0,AS,6/10/76,UG/L,,1,37.991,-122.03,"Water Supply, Other",48,24,24,DWR,02N02W25H001M,02N02W25H001M
01N02E25F001M,0,AS,5/1/79,UG/L,,1,37.9049,-121.708,"Water Supply, Other",,,,DWR,01N02E25F001M,01N02E25F001M
01N02E03K001M,0,AS,5/1/79,UG/L,,1,37.9591,-121.74,"Water Supply, Other",,,,DWR,01N02E03K001M,01N02E03K001M
01N03E25C001M,0,AS,5/1/79,UG/L,,1,37.9085,-121.598,"Water Supply, Other",,,,DWR,01N03E25C001M,01N03E25C001M
USGS-375427121422601,2,AS,5/1/79,UG/L,,UNK,37.9074242,-121.7082863,"Water Supply, Other",98,,,USGS_NWIS,USGS-375427121422601,USGS-375427121422601
USGS-375437121355601,2,AS,5/1/79,UG/L,,UNK,37.9102023,-121.5999513,"Water Supply, Other",355,,,USGS_NWIS,USGS-375437121355601,USGS-375437121355601
USGS-375738121441501,2,AS,5/1/79,UG/L,,UNK,37.9604783,-121.7385648,"Water Supply, Other",80,,,USGS_NWIS,USGS-375738121441501,USGS-375738121441501
01N03E09E001M,0,AS,5/2/79,UG/L,,1,37.9482,-121.658,"Water Supply, Other",,,,DWR,01N03E09E001M,01N03E09E001M
01N03E30L001M,0,AS,5/2/79,UG/L,,1,37.9013,-121.69,"Water Supply, Other",,,,DWR,01N03E30L001M,01N03E30L001M
USGS-375701121392901,3,AS,5/2/79,UG/L,,UNK,37.9502011,-121.6591193,"Water Supply, Other",60,,,USGS_NWIS,USGS-375701121392901,USGS-375701121392901
USGS-375410121412401,3,AS,5/2/79,UG/L,,UNK,37.9027022,-121.6910637,"Water Supply, Other",85,,,USGS_NWIS,USGS-375410121412401,USGS-375410121412401
02N03E10D001M,0,AS,6/5/79,UG/L,,1,38.0385,-121.639,"Water Supply, Other",,,,DWR,02N03E10D001M,02N03E10D001M
02N03E29M001M,0,AS,6/5/79,UG/L,,1,37.988,-121.676,"Water Supply, Other",,,,DWR,02N03E29M001M,02N03E29M001M
USGS-380218121380901,1,AS,6/5/79,UG/L,,UNK,38.0382542,-121.6368976,"Water Supply, Other",258,,,USGS_NWIS,USGS-380218121380901,USGS-380218121380901
USGS-375916121403401,3,AS,6/5/79,UG/L,,UNK,37.9877,-121.6771754,"Water Supply, Other",88,,,USGS_NWIS,USGS-375916121403401,USGS-375916121403401
CA0710009_003_003,1,AS,11/19/86,UG/L,<,2,37.897833,-121.600917,Municipal,,,,DDW,CA0710009_003_003,WELL 03 - INACTIVE
CA0710009_002_002,1,AS,11/19/86,UG/L,<,2,37.903779,-121.601863,Municipal,,,,DDW,CA0710009_002_002,WELL 02
CA0710009_001_001,3.5,AS,11/19/86,UG/L,<,2,37.908333,-121.6,Municipal,,,,DDW,CA0710009_001_001,WELL 01 - INACTIVE
CA0710300_009_009,5,AS,1/7/87,UG/L,<,2,37.876167,-121.916833,Municipal,,,,DDW,CA0710300_009_009,SPRING 06
CA0710300_006_006,5,AS,1/7/87,UG/L,<,2,37.878667,-121.915422,Municipal,,0,0,DDW,CA0710300_006_006,SPRING 03
CA0710300_015_015,5,AS,1/7/87,UG/L,<,2,37.874298,-121.922365,Municipal,,0,0,DDW,CA0710300_015_015,SPRING 12
CA0710300_018_018,5,AS,1/7/87,UG/L,<,2,37.873958,-121.927137,Municipal,,0,0,DDW,CA0710300_018_018,SPRING 15
CA0710300_013_013,5,AS,1/7/87,UG/L,<,2,37.874571,-121.918236,Municipal,,0,0,DDW,CA0710300_013_013,SPRING 10
01N03E06N001M,0,AS,10/19/87,UG/L,,1,37.9555,-121.694,"Water Supply, Other",,,,DWR,01N03E06N001M,01N03E06N001M
01N03E06N002M,0,AS,5/5/88,UG/L,,1,37.9555,-121.694,"Water Supply, Other",,,,DWR,01N03E06N002M,01N03E06N002M
CA0710004_007_007,4,AS,5/5/88,UG/L,<,2,37.956026,-121.692561,Municipal,,225,90,DDW,CA0710004_007_007,WELL 7
CA0710009_003_003,10,AS,9/12/89,UG/L,<,2,37.897833,-121.600917,Municipal,,,,DDW,CA0710009_003_003,WELL 03 - INACTIVE
CA0710009_002_002,10,AS,9/12/89,UG/L,<,2,37.903779,-121.601863,Municipal,,,,DDW,CA0710009_002_002,WELL 02
CA0710009_001_001,10,AS,9/12/89,UG/L,<,2,37.908333,-121.6,Municipal,,,,DDW,CA0710009_001_001,WELL 01 - INACTIVE
CA0710009_006_006,10,AS,3/28/90,UG/L,<,2,37.890398,-121.615564,Municipal,,,,DDW,CA0710009_006_006,WELL 05A
CA0710300_009_009,10,AS,8/9/90,UG/L,<,2,37.876167,-121.916833,Municipal,,,,DDW,CA0710300_009_009,SPRING 06
CA0710300_006_006,10,AS,8/9/90,UG/L,<,2,37.878667,-121.915422,Municipal,,0,0,DDW,CA0710300_006_006,SPRING 03
CA0710300_012_012,10,AS,8/9/90,UG/L,<,2,37.874889,-121.917889,Municipal,,,,DDW,CA0710300_012_012,SPRING 09
CA0710300_010_010,10,AS,8/9/90,UG/L,<,2,37.877037,-121.919582,Municipal,,0,0,DDW,CA0710300_010_010,SPRING 07
CA0710300_015_015,10,AS,8/9/90,UG/L,<,2,37.874298,-121.922365,Municipal,,0,0,DDW,CA0710300_015_015,SPRING 12
CA0710300_008_008,10,AS,8/9/90,UG/L,<,2,37.876306,-121.916667,Municipal,,,,DDW,CA0710300_008_008,SPRING 5
CA0710300_018_018,10,AS,8/9/90,UG/L,<,2,37.873958,-121.927137,Municipal,,0,0,DDW,CA0710300_018_018,SPRING 15
CA0710300_013_013,10,AS,8/9/90,UG/L,<,2,37.874571,-121.918236,Municipal,,0,0,DDW,CA0710300_013_013,SPRING 10
CA0710300_014_014,10,AS,8/9/90,UG/L,<,2,37.873666,-121.921265,Municipal,,0,0,DDW,CA0710300_014_014,SPRING 11
CA0710300_004_004,10,AS,8/9/90,UG/L,<,2,37.878689,-121.914687,Municipal,,0,10,DDW,CA0710300_004_004,SPRING 01
CA0710300_005_005,10,AS,8/9/90,UG/L,<,2,37.878796,-121.915383,Municipal,,0,0,DDW,CA0710300_005_005,SPRING 02
CA0710300_007_007,10,AS,8/9/90,UG/L,<,2,37.876639,-121.916,Municipal,,,,DDW,CA0710300_007_007,SPRING 4
CA0710004_007_007,10,AS,8/16/90,UG/L,<,2,37.956026,-121.692561,Municipal,,225,90,DDW,CA0710004_007_007,WELL 7
CA0710004_006_006,10,AS,8/16/90,UG/L,<,2,37.954899,-121.694414,Municipal,,190,60,DDW,CA0710004_006_006,WELL 6
CA0710004_004_004,10,AS,8/16/90,UG/L,<,2,37.933333,-121.7,Municipal,,,,DDW,CA0710004_004_004,WELL 04 - ABANDONED
CA0710004_001_001,10,AS,8/16/90,UG/L,<,2,37.933333,-121.683333,Municipal,,,,DDW,CA0710004_001_001,WELL 01 - ABANDONED
CA0710004_002_002,10,AS,8/16/90,UG/L,<,2,37.916667,-121.683333,Municipal,,,,DDW,CA0710004_002_002,WELL 02 - ABANDONED
CA0710003_010_010,2,AS,4/3/91,UG/L,<,2,38.011111,-122.044444,Municipal,,,,DDW,CA0710003_010_010,WELL RD-4 - INACTIVE
CA0710004_007_007,10,AS,4/30/91,UG/L,<,2,37.956026,-121.692561,Municipal,,225,90,DDW,CA0710004_007_007,WELL 7
CA0710004_006_006,10,AS,4/30/91,UG/L,<,2,37.954899,-121.694414,Municipal,,190,60,DDW,CA0710004_006_006,WELL 6
CA0710003_009_009,0,AS,1/7/92,UG/L,<,2,38.019444,-122.033333,Municipal,,,,DDW,CA0710003_009_009,WELL RD-3 - INACTIVE
CA0710003_011_011,0,AS,1/7/92,UG/L,<,2,38.016667,-122.047222,Municipal,,,,DDW,CA0710003_011_011,WELL RD-7 - INACTIVE
CA0710007_002_002,2.2,AS,1/7/92,UG/L,=,2,37.995911,-121.703199,Municipal,,,,DDW,CA0710007_002_002,CORP YARD WELL 01 - STANDBY
CA0710008_002_002,5,AS,3/27/92,UG/L,=,2,38.019542,-121.906192,Municipal,,100,94,DDW,CA0710008_002_002,ROSSMOORE WELL
CA0710007_002_002,0,AS,7/13/92,UG/L,<,2,37.995911,-121.703199,Municipal,,,,DDW,CA0710007_002_002,CORP YARD WELL 01 - STANDBY
CA0710003_009_009,0,AS,7/14/92,UG/L,<,2,38.019444,-122.033333,Municipal,,,,DDW,CA0710003_009_009,WELL RD-3 - INACTIVE
CA0710008_003_003,10,AS,7/21/92,UG/L,<,2,38.021272,-121.888226,Municipal,,150,135,DDW,CA0710008_003_003,BALLPARK WELL
CA0710003_008_008,0,AS,10/6/92,UG/L,<,2,38.013889,-122.047222,Municipal,,,,DDW,CA0710003_008_008,WELL RD-1 - INACTIVE
CA0710007_002_002,3.3,AS,10/6/92,UG/L,=,2,37.995911,-121.703199,Municipal,,,,DDW,CA0710007_002_002,CORP YARD WELL 01 - STANDBY
CA0710003_010_010,0,AS,1/5/93,UG/L,<,2,38.011111,-122.044444,Municipal,,,,DDW,CA0710003_010_010,WELL RD-4 - INACTIVE
CA0710003_008_008,0,AS,1/5/93,UG/L,<,2,38.013889,-122.047222,Municipal,,,,DDW,CA0710003_008_008,WELL RD-1 - INACTIVE
CA0710003_011_011,0,AS,1/5/93,UG/L,<,2,38.016667,-122.047222,Municipal,,,,DDW,CA0710003_011_011,WELL RD-7 - INACTIVE
CA0710004_007_007,5,AS,1/7/93,UG/L,<,2,37.956026,-121.692561,Municipal,,225,90,DDW,CA0710004_007_007,WELL 7
CA0710004_006_006,5,AS,1/7/93,UG/L,<,2,37.954899,-121.694414,Municipal,,190,60,DDW,CA0710004_006_006,WELL 6
CA0710009_006_006,0,AS,1/20/93,UG/L,<,2,37.890398,-121.615564,Municipal,,,,DDW,CA0710009_006_006,WELL 05A
CA0710009_003_003,0,AS,1/20/93,UG/L,<,2,37.897833,-121.600917,Municipal,,,,DDW,CA0710009_003_003,WELL 03 - INACTIVE
CA0710009_002_002,0,AS,1/20/93,UG/L,<,2,37.903779,-121.601863,Municipal,,,,DDW,CA0710009_002_002,WELL 02
CA0710009_001_001,0,AS,1/20/93,UG/L,<,2,37.908333,-121.6,Municipal,,,,DDW,CA0710009_001_001,WELL 01 - INACTIVE
CA0710009_004_004,0,AS,1/20/93,UG/L,<,2,37.891667,-121.583333,Municipal,,,,DDW,CA0710009_004_004,WELL 04 - INACTIVE
CA0710003_009_009,0,AS,4/5/93,UG/L,<,2,38.019444,-122.033333,Municipal,,,,DDW,CA0710003_009_009,WELL RD-3 - INACTIVE
CA0710003_011_011,0,AS,4/5/93,UG/L,<,2,38.016667,-122.047222,Municipal,,,,DDW,CA0710003_011_011,WELL RD-7 - INACTIVE
CA0710007_002_002,2.1,AS,4/5/93,UG/L,=,2,37.995911,-121.703199,Municipal,,,,DDW,CA0710007_002_002,CORP YARD WELL 01 - STANDBY
CA0710004_008_008,0,AS,6/14/93,UG/L,<,2,37.957817,-121.690832,Municipal,,225,90,DDW,CA0710004_008_008,WELL 8
CA0710007_002_002,3.9,AS,7/20/93,UG/L,=,2,37.995911,-121.703199,Municipal,,,,DDW,CA0710007_002_002,CORP YARD WELL 01 - STANDBY
CA0710003_010_010,0,AS,10/5/93,UG/L,<,2,38.011111,-122.044444,Municipal,,,,DDW,CA0710003_010_010,WELL RD-4 - INACTIVE
CA0710003_008_008,0,AS,10/5/93,UG/L,<,2,38.013889,-122.047222,Municipal,,,,DDW,CA0710003_008_008,WELL RD-1 - INACTIVE
CA0710007_002_002,3.1,AS,10/5/93,UG/L,=,2,37.995911,-121.703199,Municipal,,,,DDW,CA0710007_002_002,CORP YARD WELL 01 - STANDBY
CA0710003_011_011,0,AS,1/4/94,UG/L,<,2,38.016667,-122.047222,Municipal,,,,DDW,CA0710003_011_011,WELL RD-7 - INACTIVE
CA0710007_002_002,5.2,AS,1/4/94,UG/L,=,2,37.995911,-121.703199,Municipal,,,,DDW,CA0710007_002_002,CORP YARD WELL 01 - STANDBY
CA0710002_003_003,4,AS,1/25/94,UG/L,<,2,38.02279,-121.956388,Municipal,,,,DDW,CA0710002_003_003,HILL ST WELL 01
CA0710003_010_010,0,AS,4/5/94,UG/L,<,2,38.011111,-122.044444,Municipal,,,,DDW,CA0710003_010_010,WELL RD-4 - INACTIVE
CA0710007_002_002,3.7,AS,4/5/94,UG/L,=,2,37.995911,-121.703199,Municipal,,,,DDW,CA0710007_002_002,CORP YARD WELL 01 - STANDBY
CA0710004_009_009,0,AS,6/29/94,UG/L,<,2,37.92225,-121.706833,Municipal,,,,DDW,CA0710004_009_009,WELL 10A - IRRIGATION - AGRICULTURAL
CA0710003_009_009,0,AS,7/11/94,UG/L,<,2,38.019444,-122.033333,Municipal,,,,DDW,CA0710003_009_009,WELL RD-3 - INACTIVE
CA0710003_008_008,2.2,AS,10/4/94,UG/L,=,2,38.013889,-122.047222,Municipal,,,,DDW,CA0710003_008_008,WELL RD-1 - INACTIVE
CA0710004_009_009,0,AS,11/10/94,UG/L,<,2,37.92225,-121.706833,Municipal,,,,DDW,CA0710004_009_009,WELL 10A - IRRIGATION - AGRICULTURAL
CA0710004_008_008,0,AS,12/20/94,UG/L,<,2,37.957817,-121.690832,Municipal,,225,90,DDW,CA0710004_008_008,WELL 8
CA0710003_011_011,0,AS,1/10/95,UG/L,<,2,38.016667,-122.047222,Municipal,,,,DDW,CA0710003_011_011,WELL RD-7 - INACTIVE
CA0710003_010_010,0,AS,4/3/95,UG/L,<,2,38.011111,-122.044444,Municipal,,,,DDW,CA0710003_010_010,WELL RD-4 - INACTIVE
CA0710004_010_010,0,AS,5/5/95,UG/L,<,2,37.924639,-121.685098,Municipal,,255,110,DDW,CA0710004_010_010,WELL 11
CA0710003_012_012,0,AS,7/11/95,UG/L,<,2,38.019444,-122.047222,Municipal,,,,DDW,CA0710003_012_012,WELL RD-8 - INACTIVE
CA0710003_008_008,0,AS,10/3/95,UG/L,<,2,38.013889,-122.047222,Municipal,,,,DDW,CA0710003_008_008,WELL RD-1 - INACTIVE
CA0710004_010_010,0,AS,10/26/95,UG/L,<,2,37.924639,-121.685098,Municipal,,255,110,DDW,CA0710004_010_010,WELL 11
CA0710003_009_009,0,AS,1/10/96,UG/L,<,2,38.019444,-122.033333,Municipal,,,,DDW,CA0710003_009_009,WELL RD-3 - INACTIVE
CA0710003_011_011,0,AS,4/2/96,UG/L,<,2,38.016667,-122.047222,Municipal,,,,DDW,CA0710003_011_011,WELL RD-7 - INACTIVE
CA0710009_008_008,0,AS,5/9/96,UG/L,<,2,37.910276,-121.599494,Municipal,,,,DDW,CA0710009_008_008,WELL 01B
CA0710002_003_003,2.1,AS,5/9/96,UG/L,=,2,38.02279,-121.956388,Municipal,,,,DDW,CA0710002_003_003,HILL ST WELL 01
CA0710003_010_010,0,AS,7/9/96,UG/L,<,2,38.011111,-122.044444,Municipal,,,,DDW,CA0710003_010_010,WELL RD-4 - INACTIVE
CA0710009_007_007,0,AS,8/1/96,UG/L,<,2,37.90095,-121.618619,Municipal,,,,DDW,CA0710009_007_007,WELL 04A
CA0710003_008_008,0,AS,10/8/96,UG/L,<,2,38.013889,-122.047222,Municipal,,,,DDW,CA0710003_008_008,WELL RD-1 - INACTIVE
CA0710002_003_003,1.5,AS,2/5/97,UG/L,=,2,38.02279,-121.956388,Municipal,,,,DDW,CA0710002_003_003,HILL ST WELL 01
CA0710300_016_016,0,AS,3/19/97,UG/L,<,2,37.873349,-121.922427,Municipal,,0,0,DDW,CA0710300_016_016,SPRING 13
CA0900112_001_001,2,AS,5/5/97,UG/L,<,2,37.868889,-121.639639,Municipal,,0,0,DDW,CA0900112_001_001,WELL 1 = 16 GPM
CA0710003_011_011,0,AS,7/8/97,UG/L,<,2,38.016667,-122.047222,Municipal,,,,DDW,CA0710003_011_011,WELL RD-7 - INACTIVE
CA0710002_003_003,1.7,AS,7/30/97,UG/L,=,2,38.02279,-121.956388,Municipal,,,,DDW,CA0710002_003_003,HILL ST WELL 01
CA0710008_003_003,4,AS,8/21/97,UG/L,=,2,38.021272,-121.888226,Municipal,,150,135,DDW,CA0710008_003_003,BALLPARK WELL
CA0710008_002_002,6,AS,8/21/97,UG/L,=,2,38.019542,-121.906192,Municipal,,100,94,DDW,CA0710008_002_002,ROSSMOORE WELL
CA0710007_002_002,2,AS,12/8/97,UG/L,<,2,37.995911,-121.703199,Municipal,,,,DDW,CA0710007_002_002,CORP YARD WELL 01 - STANDBY
CA0710004_012_012,0,AS,12/17/97,UG/L,<,2,37.929549,-121.685066,Municipal,,350,110,DDW,CA0710004_012_012,WELL 13
CA0710004_011_011,0,AS,12/18/97,UG/L,<,2,37.921402,-121.682991,Municipal,,350,80,DDW,CA0710004_011_011,WELL 12
CA0710003_010_010,0,AS,10/6/98,UG/L,<,2,38.011111,-122.044444,Municipal,,,,DDW,CA0710003_010_010,WELL RD-4 - INACTIVE
CA0710300_006_006,0,AS,1/27/99,UG/L,<,2,37.878667,-121.915422,Municipal,,0,0,DDW,CA0710300_006_006,SPRING 03
CA0710300_010_010,0,AS,1/27/99,UG/L,<,2,37.877037,-121.919582,Municipal,,0,0,DDW,CA0710300_010_010,SPRING 07
CA0710300_015_015,0,AS,1/27/99,UG/L,<,2,37.874298,-121.922365,Municipal,,0,0,DDW,CA0710300_015_015,SPRING 12
CA0710300_018_018,0,AS,1/27/99,UG/L,<,2,37.873958,-121.927137,Municipal,,0,0,DDW,CA0710300_018_018,SPRING 15
CA0710300_013_013,0,AS,1/27/99,UG/L,<,2,37.874571,-121.918236,Municipal,,0,0,DDW,CA0710300_013_013,SPRING 10
CA0710300_014_014,0,AS,1/27/99,UG/L,<,2,37.873666,-121.921265,Municipal,,0,0,DDW,CA0710300_014_014,SPRING 11
CA0710300_004_004,0,AS,1/27/99,UG/L,<,2,37.878689,-121.914687,Municipal,,0,10,DDW,CA0710300_004_004,SPRING 01
CA0710300_016_016,0,AS,1/27/99,UG/L,<,2,37.873349,-121.922427,Municipal,,0,0,DDW,CA0710300_016_016,SPRING 13
CA0710300_005_005,0,AS,3/18/99,UG/L,<,2,37.878796,-121.915383,Municipal,,0,0,DDW,CA0710300_005_005,SPRING 02
CA0710003_008_008,0,AS,4/6/99,UG/L,<,2,38.013889,-122.047222,Municipal,,,,DDW,CA0710003_008_008,WELL RD-1 - INACTIVE
CA0710009_006_006,2,AS,5/10/99,UG/L,=,2,37.890398,-121.615564,Municipal,,,,DDW,CA0710009_006_006,WELL 05A
CA0710009_007_007,2,AS,5/10/99,UG/L,<,2,37.90095,-121.618619,Municipal,,,,DDW,CA0710009_007_007,WELL 04A
CA0710009_008_008,2,AS,5/10/99,UG/L,<,2,37.910276,-121.599494,Municipal,,,,DDW,CA0710009_008_008,WELL 01B
CA0710009_002_002,2,AS,5/10/99,UG/L,<,2,37.903779,-121.601863,Municipal,,,,DDW,CA0710009_002_002,WELL 02
CA0710004_007_007,0,AS,6/30/99,UG/L,<,2,37.956026,-121.692561,Municipal,,225,90,DDW,CA0710004_007_007,WELL 7
CA0710004_010_010,0,AS,6/30/99,UG/L,<,2,37.924639,-121.685098,Municipal,,255,110,DDW,CA0710004_010_010,WELL 11
CA0710004_006_006,0,AS,6/30/99,UG/L,<,2,37.954899,-121.694414,Municipal,,190,60,DDW,CA0710004_006_006,WELL 6
CA0710004_011_011,0,AS,7/7/99,UG/L,<,2,37.921402,-121.682991,Municipal,,350,80,DDW,CA0710004_011_011,WELL 12
CA0710004_008_008,0,AS,7/7/99,UG/L,<,2,37.957817,-121.690832,Municipal,,225,90,DDW,CA0710004_008_008,WELL 8
CA0710004_012_012,0,AS,7/7/99,UG/L,<,2,37.929549,-121.685066,Municipal,,350,110,DDW,CA0710004_012_012,WELL 13
CA0710004_009_009,8,AS,7/7/99,UG/L,=,2,37.92225,-121.706833,Municipal,,,,DDW,CA0710004_009_009,WELL 10A - IRRIGATION - AGRICULTURAL
CA0710002_006_006,0,AS,10/28/99,UG/L,<,2,38.020155,-121.944251,Municipal,,,,DDW,CA0710002_006_006,CHADWICK WELL 03
CA0710008_003_003,5,AS,12/8/99,UG/L,=,2,38.021272,-121.888226,Municipal,,150,135,DDW,CA0710008_003_003,BALLPARK WELL
CA0710008_002_002,8,AS,12/8/99,UG/L,=,2,38.019542,-121.906192,Municipal,,100,94,DDW,CA0710008_002_002,ROSSMOORE WELL
CA0710003_009_009,0,AS,1/4/00,UG/L,<,2,38.019444,-122.033333,Municipal,,,,DDW,CA0710003_009_009,WELL RD-3 - INACTIVE
CA0710003_012_012,0,AS,1/4/00,UG/L,<,2,38.019444,-122.047222,Municipal,,,,DDW,CA0710003_012_012,WELL RD-8 - INACTIVE
CA0710002_006_006,0,AS,3/7/00,UG/L,<,2,38.020155,-121.944251,Municipal,,,,DDW,CA0710002_006_006,CHADWICK WELL 03
CA0710002_004_004,0,AS,3/7/00,UG/L,<,2,38.02299,-121.959118,Municipal,,,,DDW,CA0710002_004_004,HILL ST WELL 02
CA0710002_003_003,0,AS,3/7/00,UG/L,<,2,38.02279,-121.956388,Municipal,,,,DDW,CA0710002_003_003,HILL ST WELL 01
CA0900112_001_001,2,AS,4/4/00,UG/L,<,2,37.868889,-121.639639,Municipal,,0,0,DDW,CA0900112_001_001,WELL 1 = 16 GPM
CA0710004_012_012,0,AS,6/8/00,UG/L,<,2,37.929549,-121.685066,Municipal,,350,110,DDW,CA0710004_012_012,WELL 13
CA0710007_002_002,4.2,AS,8/8/00,UG/L,=,2,37.995911,-121.703199,Municipal,,,,DDW,CA0710007_002_002,CORP YARD WELL 01 - STANDBY
CA0710004_014_014,0,AS,11/3/00,UG/L,<,2,37.961722,-121.695086,Municipal,,0,30,DDW,CA0710004_014_014,WELL 14
CA0710008_002_002,3,AS,12/7/00,UG/L,=,2,38.019542,-121.906192,Municipal,,100,94,DDW,CA0710008_002_002,ROSSMOORE WELL
CA0710008_003_003,6,AS,12/7/00,UG/L,=,2,38.021272,-121.888226,Municipal,,150,135,DDW,CA0710008_003_003,BALLPARK WELL
CA0710004_011_011,0,AS,12/20/00,UG/L,<,2,37.921402,-121.682991,Municipal,,350,80,DDW,CA0710004_011_011,WELL 12
CA0710004_007_007,0,AS,12/20/00,UG/L,<,2,37.956026,-121.692561,Municipal,,225,90,DDW,CA0710004_007_007,WELL 7
CA0710004_010_010,0,AS,12/20/00,UG/L,<,2,37.924639,-121.685098,Municipal,,255,110,DDW,CA0710004_010_010,WELL 11
CA0710004_006_006,0,AS,12/26/00,UG/L,<,2,37.954899,-121.694414,Municipal,,190,60,DDW,CA0710004_006_006,WELL 6
CA0710004_009_009,8,AS,12/27/00,UG/L,=,2,37.92225,-121.706833,Municipal,,,,DDW,CA0710004_009_009,WELL 10A - IRRIGATION - AGRICULTURAL
CA0710009_008_008,0,AS,7/10/01,UG/L,<,2,37.910276,-121.599494,Municipal,,,,DDW,CA0710009_008_008,WELL 01B
CA0710009_002_002,0,AS,7/10/01,UG/L,<,2,37.903779,-121.601863,Municipal,,,,DDW,CA0710009_002_002,WELL 02
CA0710009_007_007,2,AS,7/10/01,UG/L,=,2,37.90095,-121.618619,Municipal,,,,DDW,CA0710009_007_007,WELL 04A
CA0710009_006_006,3,AS,7/10/01,UG/L,=,2,37.890398,-121.615564,Municipal,,,,DDW,CA0710009_006_006,WELL 05A
CA0710004_011_011,0,AS,8/1/01,UG/L,<,2,37.921402,-121.682991,Municipal,,350,80,DDW,CA0710004_011_011,WELL 12
CA0710004_007_007,0,AS,8/1/01,UG/L,<,2,37.956026,-121.692561,Municipal,,225,90,DDW,CA0710004_007_007,WELL 7
CA0710004_010_010,0,AS,8/1/01,UG/L,<,2,37.924639,-121.685098,Municipal,,255,110,DDW,CA0710004_010_010,WELL 11
CA0710004_006_006,0,AS,8/1/01,UG/L,<,2,37.954899,-121.694414,Municipal,,190,60,DDW,CA0710004_006_006,WELL 6
CA0710004_008_008,0,AS,8/1/01,UG/L,<,2,37.957817,-121.690832,Municipal,,225,90,DDW,CA0710004_008_008,WELL 8
CA0710004_009_009,6,AS,8/1/01,UG/L,=,2,37.92225,-121.706833,Municipal,,,,DDW,CA0710004_009_009,WELL 10A - IRRIGATION - AGRICULTURAL
CA0707581_001_001,0,AS,10/22/01,UG/L,<,2,38.036417,-121.627528,Municipal,,280,10,DDW,CA0707581_001_001,WELL HEAD
CA0707578_002_002,5,AS,10/23/01,UG/L,=,2,37.95,-121.69,Municipal,,0,10,DDW,CA0707578_002_002,EAST WELL (SOUTH)
CA0707578_001_001,5,AS,10/23/01,UG/L,=,2,37.95,-121.69,Municipal,,0,10,DDW,CA0707578_001_001,WEST WELL (NORTH)
CA0710008_003_003,7,AS,11/7/01,UG/L,=,2,38.021272,-121.888226,Municipal,,150,135,DDW,CA0710008_003_003,BALLPARK WELL
CA0710008_002_002,9,AS,11/14/01,UG/L,=,2,38.019542,-121.906192,Municipal,,100,94,DDW,CA0710008_002_002,ROSSMOORE WELL
CA0710004_014_014,4,AS,3/6/02,UG/L,=,2,37.961722,-121.695086,Municipal,,0,30,DDW,CA0710004_014_014,WELL 14
CA0706004_002_002,0,AS,3/20/02,UG/L,<,2,37.990436,-121.62452,Municipal,,0,0,DDW,CA0706004_002_002,SOUTH WELL - 4508 SANDMOUND
CA0707553_001_001,0,AS,4/12/02,UG/L,<,2,38.027475,-121.920702,Municipal,,0,0,DDW,CA0707553_001_001,WELL HEAD
CA0707517_001_001,0,AS,4/22/02,UG/L,<,2,37.902937,-121.687834,Municipal,,0,0,DDW,CA0707517_001_001,WELL HEAD
CA0710002_006_006,0,AS,6/4/02,UG/L,<,2,38.020155,-121.944251,Municipal,,,,DDW,CA0710002_006_006,CHADWICK WELL 03
CA0710002_003_003,0,AS,6/4/02,UG/L,<,2,38.02279,-121.956388,Municipal,,,,DDW,CA0710002_003_003,HILL ST WELL 01
